2026-09-24 02:31:21 | sys_operation | default_trace_id | INFO | {"event_id": "a6e6ad29-50b4-472a-b961-f80b95a0a6c9", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:21.304307+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:36 | sys_operation | default_trace_id | ERROR | {"event_id": "c0a97d8f-f688-4bb5-bf57-ab00fa8581dd", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:36.249340+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md"}, "method_exec_time_ms": 0.6517139263451099}
2026-09-24 02:31:36 | sys_operation | default_trace_id | INFO | {"event_id": "f639c601-9bba-4a5c-88d3-c4693724e23a", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:36.249617+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:36 | sys_operation | default_trace_id | ERROR | {"event_id": "4aaf1afc-9ea2-47fa-9987-2145ce35f1ab", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:36.249870+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md"}, "method_exec_time_ms": 0.2570059150457382}
2026-09-24 02:31:36 | sys_operation | default_trace_id | INFO | {"event_id": "7b730483-73aa-44ae-b247-aa9fab69ed04", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:36.250065+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/HEARTBEAT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:36 | sys_operation | default_trace_id | ERROR | {"event_id": "c90c2cdb-d0ff-4fec-89f4-a5247f4e2a3e", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:36.250326+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/HEARTBEAT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/HEARTBEAT.md"}, "method_exec_time_ms": 0.26087602600455284}
2026-09-24 02:31:36 | sys_operation | default_trace_id | INFO | {"event_id": "6ec2d7ce-8ff9-4d2b-8f04-0d316ce8be5b", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:36.250501+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/USER.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:36 | sys_operation | default_trace_id | ERROR | {"event_id": "d4a753aa-0202-4fbc-a8d2-0bff86bd0a5b", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:36.250719+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/USER.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/USER.md"}, "method_exec_time_ms": 0.21888385526835918}
2026-09-24 02:31:36 | sys_operation | default_trace_id | INFO | {"event_id": "d0de1310-fb2e-48d3-bb3e-28374069dae4", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:36.250879+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/IDENTITY.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:36 | sys_operation | default_trace_id | ERROR | {"event_id": "548228ae-bed3-4049-a1e2-57e9160d8780", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:36.251109+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/IDENTITY.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/IDENTITY.md"}, "method_exec_time_ms": 0.22998498752713203}
2026-09-24 02:31:58 | sys_operation | default_trace_id | INFO | {"event_id": "bbecb243-e79f-4b41-b2f8-20a4f107f96f", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:58.337214+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:58 | sys_operation | default_trace_id | ERROR | {"event_id": "cc9e0bbd-66f6-4035-ab46-096ed85a8788", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:58.337632+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md"}, "method_exec_time_ms": 0.43876003473997116}
2026-09-24 02:31:58 | sys_operation | default_trace_id | INFO | {"event_id": "fe9d812d-f3bf-425a-95cf-a132e8a759c4", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:58.337832+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:58 | sys_operation | default_trace_id | ERROR | {"event_id": "111ffb09-33ee-4f6e-8d66-06f1123c70ed", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:58.338069+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md"}, "method_exec_time_ms": 0.23710494861006737}
2026-09-24 02:31:58 | sys_operation | default_trace_id | INFO | {"event_id": "7c8fa010-812a-4e20-a8d4-d63a1d547913", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:58.338296+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/HEARTBEAT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:58 | sys_operation | default_trace_id | ERROR | {"event_id": "2ada61a8-997c-4efa-a99f-3ec3d55211f3", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:58.338536+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/HEARTBEAT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/HEARTBEAT.md"}, "method_exec_time_ms": 0.2428949810564518}
2026-09-24 02:31:58 | sys_operation | default_trace_id | INFO | {"event_id": "313e56b4-f527-4eed-95de-b338963c498d", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:58.338700+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/USER.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:58 | sys_operation | default_trace_id | ERROR | {"event_id": "02ac128b-ba9e-41e0-a7d4-6385db2d6907", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:58.338908+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/USER.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/USER.md"}, "method_exec_time_ms": 0.20952383056282997}
2026-09-24 02:31:58 | sys_operation | default_trace_id | INFO | {"event_id": "3e64c421-f050-462b-bbab-1cddae43a4d7", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:58.339070+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/IDENTITY.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:31:58 | sys_operation | default_trace_id | ERROR | {"event_id": "9dd2d8a5-1467-41a9-85ff-7c751cda79d7", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:31:58.339302+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/IDENTITY.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/IDENTITY.md"}, "method_exec_time_ms": 0.23282482288777828}
2026-09-24 02:32:10 | sys_operation | default_trace_id | INFO | {"event_id": "23c31a34-33b1-42a0-b0cf-628e171bc31f", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:32:10.195909+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:32:10 | sys_operation | default_trace_id | ERROR | {"event_id": "53eba468-fb3d-4688-ad35-66052a30578f", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:32:10.196319+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/AGENT.md"}, "method_exec_time_ms": 0.42693899013102055}
2026-09-24 02:32:10 | sys_operation | default_trace_id | INFO | {"event_id": "3ea5387e-b06d-45d1-9dc4-1682a02b46e2", "event_type": "sys_operation_start", "log_level": "INFO", "timestamp": "2026-09-24T02:32:10.196520+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Start to read file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}}
2026-09-24 02:32:10 | sys_operation | default_trace_id | ERROR | {"event_id": "4dff8b26-6dcd-4857-9348-ecf2a4615860", "event_type": "sys_operation_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:32:10.196771+08:00", "module_type": "sys_operation", "module_id": "sys_operation", "module_name": "sys_operation", "status": "success", "message": "Failed to execute read_file", "metadata": {}, "operation_name": "fs", "operation_mode": "local", "operation_desc": "local fs operation", "method_name": "read_file", "method_params": {"path": "/root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md", "mode": "text", "encoding": "utf-8", "chunk_size": 0, "only_read": false, "method_name": "read_file"}, "method_result": {"code": 199003, "message": "file system operation execution error, execution: read_file, reason: [199003] file system operation execution error, execution: read_file, reason: File not found: /root/HuaweiCloudLatam_LLMWiki/runtime/jiuwen/agent/workspace/SOUL.md"}, "method_exec_time_ms": 0.2511960919946432}
